ph,turbidity_ntu,tds_ppm,temperature_c,risk_label
9.29,2.11,1199.5,25.7,FLUORIDE_RISK
6.71,0.63,280.0,24.8,SAFE
7.54,0.87,397.0,21.8,SAFE
7.75,0.29,297.7,25.0,SAFE
7.61,0.15,177.8,24.5,SAFE
9.06,2.37,1683.1,32.5,FLUORIDE_RISK
5.91,8.68,1621.4,28.1,ACID_MINE_DRAINAGE_RISK
7.43,0.15,499.5,16.8,SAFE
7.01,7.5,566.5,26.1,IRON_MANGANESE_RISK
4.9,7.3,1505.4,31.1,ACID_MINE_DRAINAGE_RISK
6.75,0.21,277.4,28.1,SAFE
6.06,2.57,866.9,21.3,ACID_MINE_DRAINAGE_RISK
8.67,1.64,1580.7,29.4,FLUORIDE_RISK
9.04,2.17,993.3,30.5,FLUORIDE_RISK
7.08,0.6,218.3,21.5,SAFE
5.3,9.14,987.7,28.7,ACID_MINE_DRAINAGE_RISK
4.94,6.43,1588.3,28.7,ACID_MINE_DRAINAGE_RISK
5.39,10.52,711.7,28.7,ACID_MINE_DRAINAGE_RISK
7.94,0.34,153.5,27.6,SAFE
7.84,0.94,423.3,29.2,SAFE
5.44,6.11,1185.7,30.1,ACID_MINE_DRAINAGE_RISK
7.06,0.49,231.4,25.4,SAFE
6.55,2.38,324.2,27.6,SAFE
7.0,10.07,457.9,23.9,IRON_MANGANESE_RISK
6.73,6.34,880.6,23.5,ACID_MINE_DRAINAGE_RISK
6.8,1.33,390.3,19.2,SAFE
5.01,9.24,596.7,22.3,ACID_MINE_DRAINAGE_RISK
6.12,18.25,585.0,29.5,IRON_MANGANESE_RISK
7.15,1.22,252.8,27.1,SAFE
7.18,0.12,187.8,29.0,SAFE
6.33,38.69,528.4,28.9,MICROBIAL_RISK
7.32,0.61,262.8,22.9,SAFE
7.09,0.52,428.2,20.0,SAFE
4.96,7.27,1218.9,28.5,ACID_MINE_DRAINAGE_RISK
6.24,0.91,374.9,27.2,SAFE
6.22,9.59,344.8,25.3,IRON_MANGANESE_RISK
6.14,12.39,690.8,25.9,IRON_MANGANESE_RISK
6.82,0.14,479.1,30.7,SAFE
5.03,5.53,1271.8,30.0,ACID_MINE_DRAINAGE_RISK
5.83,18.75,505.3,25.2,IRON_MANGANESE_RISK
7.01,1.1,378.4,22.2,SAFE
9.65,3.19,855.6,27.4,FLUORIDE_RISK
5.19,6.58,1079.5,29.5,ACID_MINE_DRAINAGE_RISK
6.33,17.45,636.5,27.0,IRON_MANGANESE_RISK
5.18,6.66,1303.3,24.9,ACID_MINE_DRAINAGE_RISK
5.63,4.67,1595.0,28.6,ACID_MINE_DRAINAGE_RISK
8.25,0.41,289.8,30.2,SAFE
5.15,3.71,665.2,29.8,ACID_MINE_DRAINAGE_RISK
3.74,3.7,1097.8,23.8,ACID_MINE_DRAINAGE_RISK
7.29,1.72,451.1,28.2,SAFE
5.25,8.32,943.0,30.2,ACID_MINE_DRAINAGE_RISK
7.23,30.31,455.0,28.5,MICROBIAL_RISK
7.58,0.12,284.5,24.4,SAFE
7.16,0.26,343.4,29.1,SAFE
6.53,0.17,202.3,28.6,SAFE
6.71,16.88,923.0,25.8,IRON_MANGANESE_RISK
5.49,8.39,1089.7,27.0,ACID_MINE_DRAINAGE_RISK
6.16,15.55,853.9,25.7,IRON_MANGANESE_RISK
7.04,0.34,389.9,25.2,SAFE
6.66,23.7,722.1,25.4,IRON_MANGANESE_RISK
9.17,1.62,1880.9,26.7,FLUORIDE_RISK
6.11,5.67,1079.7,26.9,ACID_MINE_DRAINAGE_RISK
8.09,0.34,316.9,28.3,SAFE
6.72,17.45,647.7,20.1,IRON_MANGANESE_RISK
7.04,0.32,329.8,23.7,SAFE
7.71,0.34,260.5,23.0,SAFE
6.25,13.46,489.0,30.0,IRON_MANGANESE_RISK
5.14,3.87,856.9,25.9,ACID_MINE_DRAINAGE_RISK
7.0,0.54,230.6,29.6,SAFE
6.02,10.09,586.7,26.1,IRON_MANGANESE_RISK
7.55,0.87,310.6,27.1,SAFE
6.84,8.5,579.0,31.9,IRON_MANGANESE_RISK
5.53,8.05,1122.4,26.3,ACID_MINE_DRAINAGE_RISK
4.82,6.55,1402.7,25.5,ACID_MINE_DRAINAGE_RISK
7.46,0.89,283.9,21.9,SAFE
7.83,0.38,243.6,22.3,SAFE
6.44,19.8,459.5,24.2,IRON_MANGANESE_RISK
9.1,0.85,2033.1,26.6,FLUORIDE_RISK
7.57,1.1,403.0,27.3,SAFE
4.63,10.25,1240.6,23.9,ACID_MINE_DRAINAGE_RISK
6.94,12.73,576.5,33.9,MICROBIAL_RISK
6.51,17.6,776.9,25.3,IRON_MANGANESE_RISK
7.17,1.26,345.1,25.6,SAFE
6.99,8.77,598.2,26.1,IRON_MANGANESE_RISK
4.0,7.92,1248.8,30.5,ACID_MINE_DRAINAGE_RISK
7.46,0.13,385.3,21.8,SAFE
4.87,8.25,631.2,29.9,ACID_MINE_DRAINAGE_RISK
4.93,2.24,1258.3,27.2,ACID_MINE_DRAINAGE_RISK
7.41,20.71,517.6,29.5,MICROBIAL_RISK
5.41,2.08,883.7,25.7,ACID_MINE_DRAINAGE_RISK
5.22,2.61,1109.9,23.4,ACID_MINE_DRAINAGE_RISK
7.76,0.17,382.6,22.7,SAFE
5.07,7.0,671.2,29.0,ACID_MINE_DRAINAGE_RISK
5.12,2.05,1475.7,28.9,ACID_MINE_DRAINAGE_RISK
4.81,7.5,1202.0,28.5,ACID_MINE_DRAINAGE_RISK
6.93,0.31,403.8,22.2,SAFE
7.05,0.49,212.2,22.1,SAFE
7.77,0.46,239.4,26.1,SAFE
7.13,0.39,369.7,26.1,SAFE
7.64,0.79,429.2,24.8,SAFE
6.2,29.56,750.2,29.3,MICROBIAL_RISK
8.79,2.3,1698.1,24.7,FLUORIDE_RISK
6.48,17.23,610.3,24.5,IRON_MANGANESE_RISK
5.03,5.57,1223.0,24.3,ACID_MINE_DRAINAGE_RISK
3.5,6.05,1531.4,27.3,ACID_MINE_DRAINAGE_RISK
4.99,8.13,882.3,26.8,ACID_MINE_DRAINAGE_RISK
4.62,5.25,1536.2,33.0,ACID_MINE_DRAINAGE_RISK
7.67,0.23,438.4,30.3,SAFE
4.95,2.44,861.4,28.5,ACID_MINE_DRAINAGE_RISK
6.45,13.71,531.4,28.0,IRON_MANGANESE_RISK
4.86,11.57,876.8,23.9,ACID_MINE_DRAINAGE_RISK
7.45,0.36,156.1,23.9,SAFE
7.54,0.17,316.8,29.2,SAFE
6.79,14.05,502.9,27.5,IRON_MANGANESE_RISK
6.9,14.83,579.9,21.5,IRON_MANGANESE_RISK
7.55,0.68,319.2,28.0,SAFE
6.14,13.15,420.1,23.7,IRON_MANGANESE_RISK
6.18,10.42,478.6,26.3,IRON_MANGANESE_RISK
7.16,0.36,222.0,25.2,SAFE
7.89,0.91,200.8,23.1,SAFE
6.44,0.27,317.5,24.2,SAFE
6.38,18.76,750.1,25.9,IRON_MANGANESE_RISK
7.85,0.9,236.9,27.5,SAFE
9.03,2.45,1484.7,29.1,FLUORIDE_RISK
7.0,0.4,311.8,23.0,SAFE
7.87,0.64,233.2,23.9,SAFE
6.49,11.07,515.4,24.7,IRON_MANGANESE_RISK
8.89,1.53,1445.7,27.5,FLUORIDE_RISK
4.62,5.52,1476.3,24.3,ACID_MINE_DRAINAGE_RISK
7.13,17.34,553.5,24.2,IRON_MANGANESE_RISK
6.98,0.54,261.5,26.9,SAFE
7.34,0.72,339.7,28.9,SAFE
7.73,0.13,251.7,27.1,SAFE
6.11,21.41,587.3,23.8,IRON_MANGANESE_RISK
7.16,0.62,154.5,25.3,SAFE
5.23,9.74,658.6,26.0,ACID_MINE_DRAINAGE_RISK
7.74,2.15,289.2,18.8,SAFE
6.05,20.08,329.6,27.5,IRON_MANGANESE_RISK
4.6,7.93,1257.1,28.7,ACID_MINE_DRAINAGE_RISK
6.12,9.88,577.4,26.0,IRON_MANGANESE_RISK
7.28,0.59,346.7,24.1,SAFE
7.26,0.51,196.3,22.9,SAFE
6.95,0.86,302.8,29.6,SAFE
6.21,15.67,565.9,24.9,IRON_MANGANESE_RISK
7.46,0.48,272.2,27.1,SAFE
5.59,9.08,747.8,28.1,ACID_MINE_DRAINAGE_RISK
7.64,0.8,267.4,28.0,SAFE
7.22,0.17,363.7,29.7,SAFE
7.28,0.29,346.6,21.0,SAFE
9.07,0.82,1614.8,26.8,FLUORIDE_RISK
7.18,1.05,221.1,31.6,SAFE
6.28,41.1,348.2,27.4,MICROBIAL_RISK
5.92,14.28,756.8,25.5,IRON_MANGANESE_RISK
7.36,0.52,292.4,25.0,SAFE
8.38,1.66,361.6,21.8,SAFE
9.44,1.3,1629.8,29.5,FLUORIDE_RISK
4.61,8.2,1306.5,24.5,ACID_MINE_DRAINAGE_RISK
6.43,17.24,541.3,26.1,IRON_MANGANESE_RISK
5.18,1.1,942.4,30.3,ACID_MINE_DRAINAGE_RISK
5.98,9.9,741.1,28.9,IRON_MANGANESE_RISK
5.08,10.35,1152.0,24.6,ACID_MINE_DRAINAGE_RISK
9.42,1.57,1583.2,30.5,FLUORIDE_RISK
9.08,1.29,1554.4,31.3,FLUORIDE_RISK
7.18,0.64,497.5,25.2,SAFE
7.14,22.9,513.1,32.3,MICROBIAL_RISK
6.54,0.2,375.1,25.2,SAFE
9.26,2.29,1738.7,27.1,FLUORIDE_RISK
4.6,4.42,930.0,25.0,ACID_MINE_DRAINAGE_RISK
7.38,0.38,354.2,30.2,SAFE
3.92,8.91,1280.3,27.8,ACID_MINE_DRAINAGE_RISK
6.23,10.41,582.7,26.5,IRON_MANGANESE_RISK
6.69,17.72,694.0,24.9,IRON_MANGANESE_RISK
6.38,13.12,678.7,23.7,IRON_MANGANESE_RISK
9.23,1.53,1150.0,34.0,FLUORIDE_RISK
8.82,1.51,1431.1,27.4,FLUORIDE_RISK
7.41,0.67,398.9,22.3,SAFE
5.14,5.95,1020.0,26.8,ACID_MINE_DRAINAGE_RISK
6.11,15.44,731.2,24.0,IRON_MANGANESE_RISK
6.96,0.29,92.0,26.6,SAFE
4.48,10.44,928.3,25.7,ACID_MINE_DRAINAGE_RISK
7.64,0.76,384.8,26.4,SAFE
4.23,13.66,874.5,34.1,ACID_MINE_DRAINAGE_RISK
6.29,15.19,580.3,25.8,IRON_MANGANESE_RISK
7.02,0.5,206.7,28.9,SAFE
5.45,5.83,1141.7,29.6,ACID_MINE_DRAINAGE_RISK
7.22,0.34,425.7,29.0,SAFE
7.25,1.27,212.8,23.5,SAFE
6.9,0.66,278.7,28.3,SAFE
7.27,0.72,381.8,27.3,SAFE
8.99,1.93,1462.0,23.3,FLUORIDE_RISK
7.19,0.22,283.4,25.9,SAFE
6.63,8.97,843.4,25.4,IRON_MANGANESE_RISK
5.46,5.54,974.5,30.8,ACID_MINE_DRAINAGE_RISK
5.3,6.06,1440.0,26.5,ACID_MINE_DRAINAGE_RISK
5.61,0.05,805.3,27.4,ACID_MINE_DRAINAGE_RISK
7.91,0.28,327.1,23.5,SAFE
7.46,0.79,244.7,25.1,SAFE
9.4,0.67,1743.4,27.8,FLUORIDE_RISK
6.74,2.4,428.2,31.3,SAFE
6.25,13.99,875.7,27.6,IRON_MANGANESE_RISK
4.63,8.34,960.2,25.8,ACID_MINE_DRAINAGE_RISK
7.42,0.39,345.0,29.8,SAFE
7.56,0.21,326.4,26.0,SAFE
7.61,19.92,432.6,28.3,MICROBIAL_RISK
4.54,5.24,1081.8,31.7,ACID_MINE_DRAINAGE_RISK
6.98,0.94,337.7,26.0,SAFE
7.53,1.13,416.7,24.9,SAFE
5.47,3.2,960.4,26.9,ACID_MINE_DRAINAGE_RISK
7.43,0.6,253.2,23.5,SAFE
5.13,6.07,1278.7,30.2,ACID_MINE_DRAINAGE_RISK
6.57,18.61,659.3,27.8,IRON_MANGANESE_RISK
7.2,0.3,204.7,23.7,SAFE
8.15,0.49,398.2,27.3,SAFE
7.22,0.43,317.9,18.5,SAFE
4.41,6.65,693.7,27.2,ACID_MINE_DRAINAGE_RISK
8.07,0.88,231.7,24.0,SAFE
8.09,0.38,313.3,31.8,SAFE
6.38,14.28,701.4,24.1,IRON_MANGANESE_RISK
7.68,0.23,383.1,25.4,SAFE
6.67,0.32,247.3,23.6,SAFE
7.08,0.12,357.3,25.7,SAFE
7.32,0.18,389.2,25.4,SAFE
5.95,17.98,517.8,26.2,IRON_MANGANESE_RISK
6.94,15.6,560.4,27.1,IRON_MANGANESE_RISK
6.47,1.28,332.3,29.3,SAFE
5.03,4.76,1384.5,25.7,ACID_MINE_DRAINAGE_RISK
5.57,6.18,728.9,24.1,ACID_MINE_DRAINAGE_RISK
6.74,31.52,457.5,27.9,MICROBIAL_RISK
7.64,0.41,323.4,32.9,SAFE
8.97,1.34,1794.8,31.6,FLUORIDE_RISK
8.18,1.26,1305.8,23.8,FLUORIDE_RISK
7.44,0.16,316.0,24.9,SAFE
5.59,5.38,1365.7,22.2,ACID_MINE_DRAINAGE_RISK
6.71,1.66,306.2,22.2,SAFE
6.89,0.54,347.1,24.5,SAFE
7.91,25.33,626.2,31.8,MICROBIAL_RISK
8.62,2.02,1395.7,28.8,FLUORIDE_RISK
4.97,2.67,1069.4,24.7,ACID_MINE_DRAINAGE_RISK
5.46,5.26,729.5,26.9,ACID_MINE_DRAINAGE_RISK
8.43,2.3,1949.4,29.2,FLUORIDE_RISK
7.08,1.03,279.6,20.4,SAFE
6.86,0.83,336.3,24.6,SAFE
5.63,6.6,1297.0,33.7,ACID_MINE_DRAINAGE_RISK
6.27,10.99,633.0,24.9,IRON_MANGANESE_RISK
7.81,0.7,282.3,28.4,SAFE
4.13,9.7,1101.8,29.3,ACID_MINE_DRAINAGE_RISK
5.1,6.85,1113.5,23.7,ACID_MINE_DRAINAGE_RISK
6.6,16.62,498.1,27.7,IRON_MANGANESE_RISK
8.88,1.87,1482.3,31.0,FLUORIDE_RISK
4.72,6.66,1109.2,31.2,ACID_MINE_DRAINAGE_RISK
3.5,9.59,964.9,25.0,ACID_MINE_DRAINAGE_RISK
7.11,0.64,263.1,21.8,SAFE
6.5,11.27,761.3,26.6,IRON_MANGANESE_RISK
6.36,11.97,686.0,29.0,IRON_MANGANESE_RISK
6.48,0.46,187.8,27.9,SAFE
6.26,17.66,611.7,26.5,IRON_MANGANESE_RISK
7.13,1.53,494.9,20.8,SAFE
4.56,1.39,955.3,29.6,ACID_MINE_DRAINAGE_RISK
9.14,1.2,1911.0,27.8,FLUORIDE_RISK
7.9,26.61,680.6,28.6,MICROBIAL_RISK
6.76,0.55,590.2,27.0,SAFE
6.66,12.88,660.4,28.9,MICROBIAL_RISK
5.77,7.07,1019.2,27.7,ACID_MINE_DRAINAGE_RISK
5.87,11.8,647.2,24.7,IRON_MANGANESE_RISK
7.63,0.98,234.6,25.5,SAFE
7.53,0.27,344.9,22.0,SAFE
8.28,0.31,382.5,28.1,SAFE
4.72,8.52,364.2,24.5,ACID_MINE_DRAINAGE_RISK
7.68,0.59,269.3,19.3,SAFE
6.53,6.21,1516.7,27.8,ACID_MINE_DRAINAGE_RISK
6.99,15.51,621.9,28.1,IRON_MANGANESE_RISK
5.38,10.17,1132.1,25.5,ACID_MINE_DRAINAGE_RISK
4.72,5.84,874.3,33.7,ACID_MINE_DRAINAGE_RISK
7.88,0.97,374.8,24.4,SAFE
7.44,24.71,608.6,29.5,MICROBIAL_RISK
4.39,11.02,1510.4,27.2,ACID_MINE_DRAINAGE_RISK
7.97,1.27,307.2,24.3,SAFE
7.62,0.44,356.9,25.5,SAFE
5.53,5.31,1302.7,28.8,ACID_MINE_DRAINAGE_RISK
8.82,1.92,1398.6,28.7,FLUORIDE_RISK
5.09,10.0,1733.3,25.7,ACID_MINE_DRAINAGE_RISK
8.83,1.5,1544.8,30.0,FLUORIDE_RISK
5.87,8.03,995.4,28.1,ACID_MINE_DRAINAGE_RISK
6.2,6.36,877.4,25.6,ACID_MINE_DRAINAGE_RISK
6.22,13.25,770.0,27.2,IRON_MANGANESE_RISK
8.55,2.25,1564.9,32.6,FLUORIDE_RISK
7.39,0.36,340.0,17.7,SAFE
8.76,0.95,1698.1,24.7,FLUORIDE_RISK
8.93,2.05,1477.8,31.6,FLUORIDE_RISK
8.36,0.91,415.2,23.2,SAFE
6.8,2.02,445.9,24.0,SAFE
6.55,7.54,640.9,27.9,IRON_MANGANESE_RISK
8.97,2.73,1637.6,28.1,FLUORIDE_RISK
3.72,10.65,810.9,33.4,ACID_MINE_DRAINAGE_RISK
7.24,0.63,400.5,27.5,SAFE
6.89,1.54,268.8,23.1,SAFE
7.41,0.23,395.5,24.4,SAFE
6.37,34.64,411.3,26.4,MICROBIAL_RISK
4.78,8.54,868.1,27.5,ACID_MINE_DRAINAGE_RISK
6.35,13.9,726.6,24.4,IRON_MANGANESE_RISK
7.86,0.45,335.0,22.4,SAFE
6.32,7.7,1135.8,24.5,ACID_MINE_DRAINAGE_RISK
6.95,0.11,270.0,27.3,SAFE
6.85,0.53,347.0,27.0,SAFE
7.0,0.22,147.0,20.8,SAFE
9.31,2.28,1870.5,25.5,FLUORIDE_RISK
6.23,7.83,638.6,25.1,IRON_MANGANESE_RISK
6.27,14.61,417.3,30.4,IRON_MANGANESE_RISK
8.5,1.68,1774.9,28.4,FLUORIDE_RISK
4.93,11.46,1289.3,28.0,ACID_MINE_DRAINAGE_RISK
6.91,0.93,421.3,22.1,SAFE
7.95,0.25,261.4,26.6,SAFE
5.83,5.84,551.5,25.3,ACID_MINE_DRAINAGE_RISK
7.13,8.51,604.2,28.1,IRON_MANGANESE_RISK
6.15,17.41,650.7,28.1,IRON_MANGANESE_RISK
7.68,0.25,411.9,23.1,SAFE
7.21,0.21,336.2,22.0,SAFE
6.61,0.97,298.4,22.8,SAFE
6.14,8.23,722.0,28.8,IRON_MANGANESE_RISK
4.82,7.3,1229.8,29.1,ACID_MINE_DRAINAGE_RISK
5.3,8.12,1019.8,23.6,ACID_MINE_DRAINAGE_RISK
5.33,4.66,985.4,27.0,ACID_MINE_DRAINAGE_RISK
8.92,2.74,1319.5,27.7,FLUORIDE_RISK
7.32,2.14,184.8,27.8,SAFE
6.45,18.66,637.8,28.2,IRON_MANGANESE_RISK
7.27,0.18,341.4,28.3,SAFE
8.19,1.81,1819.1,29.8,FLUORIDE_RISK
8.01,0.19,358.5,26.2,SAFE
9.26,1.2,1357.3,26.3,FLUORIDE_RISK
7.11,9.95,571.7,30.3,MICROBIAL_RISK
4.73,7.69,1036.6,25.8,ACID_MINE_DRAINAGE_RISK
3.99,4.75,1047.7,30.6,ACID_MINE_DRAINAGE_RISK
4.12,5.71,1134.7,29.1,ACID_MINE_DRAINAGE_RISK
7.07,1.26,421.8,20.3,SAFE
7.15,0.53,259.0,29.1,SAFE
6.52,8.31,912.8,21.0,IRON_MANGANESE_RISK
6.17,9.47,736.4,30.9,IRON_MANGANESE_RISK
7.26,0.86,185.1,27.7,SAFE
6.98,1.18,375.4,30.1,SAFE
8.37,1.53,1738.3,30.1,FLUORIDE_RISK
4.69,6.62,1051.8,23.8,ACID_MINE_DRAINAGE_RISK
7.73,0.35,288.0,25.5,SAFE
9.05,1.31,1935.1,26.6,FLUORIDE_RISK
4.83,8.61,653.3,34.2,ACID_MINE_DRAINAGE_RISK
7.4,0.74,230.0,23.7,SAFE
8.53,2.42,1097.7,27.6,FLUORIDE_RISK
9.39,1.56,1955.6,32.9,FLUORIDE_RISK
5.48,5.69,1314.9,24.5,ACID_MINE_DRAINAGE_RISK
7.03,0.13,350.8,27.4,SAFE
6.72,15.38,813.7,25.9,IRON_MANGANESE_RISK
7.38,0.28,355.7,28.8,SAFE
8.29,0.64,293.7,24.6,SAFE
9.16,2.06,1113.7,32.0,FLUORIDE_RISK
5.24,6.72,1237.6,26.1,ACID_MINE_DRAINAGE_RISK
9.05,1.96,1609.1,28.2,FLUORIDE_RISK
5.52,9.42,478.8,26.4,IRON_MANGANESE_RISK
6.06,5.03,739.2,28.6,ACID_MINE_DRAINAGE_RISK
9.02,2.96,1591.8,29.0,FLUORIDE_RISK
6.82,10.5,633.2,25.1,IRON_MANGANESE_RISK
5.32,4.3,1372.3,22.8,ACID_MINE_DRAINAGE_RISK
9.06,1.16,1357.1,29.0,FLUORIDE_RISK
8.94,0.12,933.0,29.1,FLUORIDE_RISK
8.76,1.7,1537.8,23.8,FLUORIDE_RISK
4.71,5.5,832.6,23.1,ACID_MINE_DRAINAGE_RISK
4.65,10.3,1132.8,29.2,ACID_MINE_DRAINAGE_RISK
5.35,6.84,1010.2,21.9,ACID_MINE_DRAINAGE_RISK
7.65,0.89,363.2,26.0,SAFE
7.49,0.89,333.2,24.3,SAFE
5.68,3.26,803.1,28.4,ACID_MINE_DRAINAGE_RISK
8.04,1.36,178.1,25.2,SAFE
6.63,20.4,590.8,24.9,IRON_MANGANESE_RISK
4.37,5.64,1385.6,29.9,ACID_MINE_DRAINAGE_RISK
6.35,10.05,471.8,27.3,IRON_MANGANESE_RISK
8.04,0.32,343.9,26.9,SAFE
7.37,22.32,266.2,29.2,MICROBIAL_RISK
8.42,2.86,1807.6,27.7,FLUORIDE_RISK
7.8,0.27,415.0,27.8,SAFE
6.25,15.6,347.9,24.3,IRON_MANGANESE_RISK
6.39,14.77,664.2,26.7,IRON_MANGANESE_RISK
5.19,7.28,1116.4,26.3,ACID_MINE_DRAINAGE_RISK
6.42,21.05,779.5,23.5,IRON_MANGANESE_RISK
5.67,3.8,1184.0,28.3,ACID_MINE_DRAINAGE_RISK
6.8,0.28,281.1,27.8,SAFE
6.01,2.59,1193.7,27.6,ACID_MINE_DRAINAGE_RISK
8.69,2.38,1428.9,27.8,FLUORIDE_RISK
7.69,0.13,421.2,23.5,SAFE
5.5,4.55,1563.2,25.2,ACID_MINE_DRAINAGE_RISK
5.04,7.02,1133.1,23.0,ACID_MINE_DRAINAGE_RISK
5.86,19.57,607.8,24.2,IRON_MANGANESE_RISK
5.25,6.61,758.5,29.6,ACID_MINE_DRAINAGE_RISK
5.15,4.17,909.1,26.8,ACID_MINE_DRAINAGE_RISK
5.15,7.92,937.9,21.6,ACID_MINE_DRAINAGE_RISK
7.15,1.25,459.0,26.3,SAFE
8.81,2.34,1698.1,27.9,FLUORIDE_RISK
6.93,0.67,233.9,30.0,SAFE
8.76,0.95,1637.0,28.2,FLUORIDE_RISK
7.39,0.16,241.9,25.5,SAFE
6.87,0.66,241.8,26.7,SAFE
7.57,0.27,302.2,25.8,SAFE
8.68,0.24,1659.0,32.6,FLUORIDE_RISK
7.97,0.13,351.4,24.9,SAFE
7.19,0.76,293.3,20.7,SAFE
6.9,0.11,330.1,26.3,SAFE
7.0,0.17,68.7,27.4,SAFE
6.7,45.93,577.2,29.7,MICROBIAL_RISK
4.22,7.58,957.1,22.4,ACID_MINE_DRAINAGE_RISK
7.22,1.41,334.8,22.7,SAFE
5.41,4.15,963.4,26.3,ACID_MINE_DRAINAGE_RISK
7.72,0.21,396.2,24.1,SAFE
7.19,1.29,296.0,27.0,SAFE
5.94,14.55,684.4,28.9,IRON_MANGANESE_RISK
5.39,4.85,1432.2,29.0,ACID_MINE_DRAINAGE_RISK
4.55,8.34,940.6,29.0,ACID_MINE_DRAINAGE_RISK
5.02,5.94,1516.7,25.3,ACID_MINE_DRAINAGE_RISK
4.73,7.96,1456.2,24.2,ACID_MINE_DRAINAGE_RISK
5.68,6.45,1125.4,29.9,ACID_MINE_DRAINAGE_RISK
6.88,17.34,533.0,23.8,IRON_MANGANESE_RISK
5.81,6.11,811.1,26.5,ACID_MINE_DRAINAGE_RISK
6.69,8.89,706.1,26.4,IRON_MANGANESE_RISK
8.38,0.18,261.5,24.6,SAFE
6.62,1.66,261.2,29.0,SAFE
4.71,3.91,1320.3,27.1,ACID_MINE_DRAINAGE_RISK
6.61,10.88,610.5,23.2,IRON_MANGANESE_RISK
5.03,6.43,1198.8,27.1,ACID_MINE_DRAINAGE_RISK
5.91,4.77,1342.2,23.2,ACID_MINE_DRAINAGE_RISK
5.25,9.7,1084.8,26.5,ACID_MINE_DRAINAGE_RISK
7.66,1.29,353.8,21.6,SAFE
7.37,0.16,317.2,19.8,SAFE
8.69,1.51,1603.7,29.0,FLUORIDE_RISK
7.02,0.77,237.5,27.0,SAFE
8.63,2.26,1897.5,30.3,FLUORIDE_RISK
7.45,0.4,413.1,31.2,SAFE
7.92,0.41,234.7,19.9,SAFE
6.61,13.89,548.0,22.7,IRON_MANGANESE_RISK
7.01,21.97,630.3,24.8,IRON_MANGANESE_RISK
7.44,0.35,379.5,28.6,SAFE
8.95,1.43,1159.8,27.7,FLUORIDE_RISK
5.03,5.65,1355.5,28.8,ACID_MINE_DRAINAGE_RISK
7.85,0.19,380.7,26.3,SAFE
6.44,11.08,583.8,26.6,IRON_MANGANESE_RISK
6.95,16.16,809.3,25.4,IRON_MANGANESE_RISK
9.67,1.94,1700.3,29.8,FLUORIDE_RISK
7.27,0.46,430.2,26.0,SAFE
8.08,2.28,1469.3,29.9,FLUORIDE_RISK
6.16,17.83,890.8,28.2,IRON_MANGANESE_RISK
6.46,7.91,570.3,25.6,IRON_MANGANESE_RISK
6.72,10.22,648.4,24.4,IRON_MANGANESE_RISK
5.66,5.88,980.0,25.7,ACID_MINE_DRAINAGE_RISK
5.35,7.11,1241.8,26.9,ACID_MINE_DRAINAGE_RISK
7.31,1.45,391.2,29.1,SAFE
6.24,13.59,750.7,28.1,IRON_MANGANESE_RISK
4.93,8.27,1275.5,26.0,ACID_MINE_DRAINAGE_RISK
6.07,14.18,744.7,23.7,IRON_MANGANESE_RISK
7.11,1.03,416.0,21.9,SAFE
7.12,0.39,302.7,26.0,SAFE
7.03,0.12,405.2,19.9,SAFE
7.46,0.13,312.9,29.8,SAFE
7.59,1.55,309.0,26.9,SAFE
7.44,0.39,443.0,29.2,SAFE
5.2,6.41,1035.5,30.2,ACID_MINE_DRAINAGE_RISK
6.25,12.87,481.9,22.6,IRON_MANGANESE_RISK
7.1,0.62,409.0,25.7,SAFE
7.45,34.18,468.0,31.2,MICROBIAL_RISK
7.56,0.61,360.7,27.7,SAFE
6.94,0.26,286.9,22.9,SAFE
4.48,2.76,1145.2,25.8,ACID_MINE_DRAINAGE_RISK
4.72,4.76,1085.8,24.8,ACID_MINE_DRAINAGE_RISK
6.76,16.15,399.3,24.3,IRON_MANGANESE_RISK
4.37,4.05,1097.2,24.6,ACID_MINE_DRAINAGE_RISK
4.85,9.82,681.1,25.0,ACID_MINE_DRAINAGE_RISK
7.97,0.41,337.5,23.6,SAFE
7.01,1.3,290.9,33.3,SAFE
4.95,3.3,1006.7,25.6,ACID_MINE_DRAINAGE_RISK
7.45,0.84,267.0,22.0,SAFE
6.17,5.42,1473.9,30.2,ACID_MINE_DRAINAGE_RISK
6.1,9.28,378.3,24.8,IRON_MANGANESE_RISK
6.93,31.18,464.5,29.4,MICROBIAL_RISK
5.36,8.13,981.4,23.6,ACID_MINE_DRAINAGE_RISK
5.36,7.48,1105.0,29.2,ACID_MINE_DRAINAGE_RISK
6.45,10.14,586.5,22.9,IRON_MANGANESE_RISK
4.64,4.72,1132.5,24.3,ACID_MINE_DRAINAGE_RISK
8.55,2.62,1967.5,29.7,FLUORIDE_RISK
6.65,15.49,683.0,28.1,IRON_MANGANESE_RISK
5.76,7.72,1068.6,23.7,ACID_MINE_DRAINAGE_RISK
8.86,0.57,1364.6,26.0,FLUORIDE_RISK
6.76,3.09,203.4,23.7,SAFE
7.14,0.53,204.4,26.1,SAFE
6.55,13.09,532.5,29.9,IRON_MANGANESE_RISK
6.23,17.49,726.4,25.6,IRON_MANGANESE_RISK
7.28,1.07,274.1,25.1,SAFE
5.11,6.98,882.1,26.5,ACID_MINE_DRAINAGE_RISK
